symbol,name,reportDate,fiscalDateEnding,estimate,currency
IBM,International Business Machines Corp,2025-07-23,2025-06-30,,USD
IBM,International Business Machines Corp,2025-10-22,2025-09-30,,USD
IBM,International Business Machines Corp,2026-01-27,2025-12-31,,USD
