symbol,name,reportDate,fiscalDateEnding,estimate,currency
HSY,Hershey Company,11/2/2023,9/30/2023,2.46,USD
HT,Hersha Hospitality Trust - Class A,10/24/2023,9/30/2023,-0.23,USD
HTBI,HomeTrust Bancshares Inc,10/24/2023,9/30/2023,0.78,USD
HTBK,Heritage Commerce Corp,10/25/2023,9/30/2023,0.25,USD
HTCR,HeartCore Enterprises Inc,11/13/2023,9/30/2023,0.13,USD
HTGC,Hercules Capital Inc,10/31/2023,9/30/2023,0.49,USD
HTGM,HTGM,11/8/2023,9/30/2023,,USD
HTGMQ,HTGMQ,11/8/2023,9/30/2023,,USD
HTH,Hilltop Holdings Inc,10/18/2023,9/30/2023,0.45,USD
HTHIY,HTHIY,10/27/2023,9/30/2023,2.06,JPY
HTHT,H World Group Ltd,11/24/2023,9/30/2023,0.43,CNY
HTIA,Healthcare Trust Inc,11/29/2023,9/30/2023,0,USD
HTLD,Heartland Express Inc,10/31/2023,9/30/2023,0.1,USD
HTLF,Heartland Financial USA Inc,10/30/2023,9/30/2023,1.1,USD
HTLZF,HTLZF,11/20/2023,9/30/2023,,USD
HTOO,Fusion Fuel Green Ltd - Class A,11/13/2023,9/30/2023,-0.23,EUR
HTZ,Hertz Global Holdings Inc (New),10/25/2023,9/30/2023,0.91,USD
HUBB,Hubbell Inc,10/23/2023,9/30/2023,4.01,USD
HUBG,Hub Group Inc - Class A,10/25/2023,9/30/2023,1.22,USD
HUBS,HubSpot Inc,10/31/2023,9/30/2023,1.23,USD
HUGE,FSD Pharma Inc - Class B - Class B (Sub Voting),11/9/2023,9/30/2023,-0.14,USD
HUIZ,Huize Holding Ltd,11/9/2023,9/30/2023,,CNY
HUM,Humana Inc,11/1/2023,9/30/2023,7.19,USD
HUMA,Humacyte Inc,11/8/2023,9/30/2023,-0.25,USD
HUN,Huntsman Corp,11/2/2023,9/30/2023,0.22,USD
HURN,Huron Consulting Group Inc,10/30/2023,9/30/2023,1.17,USD
HUSA,Houston American Energy Corp,11/13/2023,9/30/2023,,USD
HUT,Hut 8 Mining Corp,11/8/2023,9/30/2023,-0.0832,CAD
HUYA,HUYA Inc,11/13/2023,9/30/2023,-0.04,CNY
HVBC,HVBC,11/2/2023,9/30/2023,,USD
HVRRY,HVRRY,11/9/2023,9/30/2023,2.1,EUR
HVT,Haverty Furniture Cos. Inc,10/30/2023,9/30/2023,1.03,USD
HVT-A,Haverty Furniture Cos. Inc - Class A,10/31/2023,9/30/2023,1.14,USD
HWBK,Hawthorn Bancshares Inc,10/24/2023,9/30/2023,,USD
HWC,Hancock Whitney Corp,10/16/2023,9/30/2023,1.16,USD
HWKN,Hawkins Inc,10/31/2023,9/30/2023,1,USD
HWM,Howmet Aerospace Inc,10/30/2023,9/30/2023,0.43,USD
HWNI,HWNI,11/13/2023,9/30/2023,,USD
HXGBY,HXGBY,10/27/2023,9/30/2023,0.0964,EUR
HXL,Hexcel Corp,10/23/2023,9/30/2023,0.43,USD
HXLTF,HXLTF,10/24/2023,8/31/2023,,CAD
HY,Hyster-Yale Materials Handling Inc - Class A,10/31/2023,9/30/2023,0.72,USD
HYEX,HYEX,11/3/2023,9/30/2023,0,USD
HYFM,Hydrofarm Holdings Group Inc,11/7/2023,9/30/2023,-0.15,USD
HYLN,Hyliion Holdings Corporation - Class A,11/6/2023,9/30/2023,-0.18,USD
HYMC,Hycroft Mining Holding Corporation - Class A,10/30/2023,9/30/2023,-0.06,USD
HYMTF,HYMTF,10/26/2023,9/30/2023,2.79,KRW
HYPR,Hyperfine Inc - Class A,11/9/2023,9/30/2023,-0.1704,USD
HYRE,HYRE,11/13/2023,9/30/2023,,USD
HYREQ,HYREQ,11/13/2023,9/30/2023,-0.08,USD
HYSNY,HYSNY,11/29/2023,9/30/2023,0,HKD
HYZN,Hyzon Motors Inc - Class A,11/10/2023,9/30/2023,-0.1622,USD
HZN,HZN,11/7/2023,9/30/2023,,USD
HZNOF,HZNOF,11/6/2023,9/30/2023,,CAD
HZNP,Horizon Therapeutics Plc,11/8/2023,9/30/2023,1.2,USD
HZO,Marinemax Inc,10/25/2023,9/30/2023,0.75,USD
IAALF,IAALF,10/25/2023,9/30/2023,,USD
IAC,IAC Inc - New,11/6/2023,9/30/2023,-0.59,USD
IAFNF,IAFNF,11/7/2023,9/30/2023,,CAD
IAG,Iamgold Corp,11/6/2023,9/30/2023,0.01,USD
IART,Integra Lifesciences Holdings Corp,10/24/2023,9/30/2023,0.77,USD
IAS,Integral Ad Science Holding Corp,11/8/2023,9/30/2023,0.0189,USD
IAUX,i80 Gold Corp,11/6/2023,9/30/2023,-0.0175,USD
IBATF,IBATF,12/12/2023,10/31/2023,,USD
IBCP,Independent Bank Corporation (Ionia MI),10/23/2023,9/30/2023,0.63,USD
IBDRY,IBDRY,10/25/2023,9/30/2023,0.7668,EUR
IBEX,IBEX Ltd,11/13/2023,9/30/2023,0.37,USD
IBIO,iBio Inc,9/25/2023,6/30/2023,,USD
IBIO,iBio Inc,11/13/2023,9/30/2023,,USD
IBKR,Interactive Brokers Group Inc - Class A,10/16/2023,9/30/2023,1.49,USD
IBM,International Business Machines Corp,10/25/2023,9/30/2023,2.14,USD
IBN,ICICI Bank Ltd,10/27/2023,9/30/2023,0.3229,INR
IBOC,International Bancshares Corp,11/1/2023,9/30/2023,,USD
IBP,Installed Building Products Inc,11/1/2023,9/30/2023,2.38,USD
IBRX,ImmunityBio Inc,11/6/2023,9/30/2023,-0.25,USD
IBTX,Independent Bank Group Inc,10/23/2023,9/30/2023,0.74,USD
IBXNF,IBXNF,11/8/2023,10/31/2023,,USD
ICAD,Icad Inc,11/8/2023,9/30/2023,-0.08,USD
ICAGY,ICAGY,10/27/2023,9/30/2023,0.1326,EUR
ICCC,Immucell Corp,11/20/2023,9/30/2023,,USD
ICCH,ICC Holdings Inc,11/6/2023,9/30/2023,,USD
ICCM,Icecure Medical Ltd,11/21/2023,9/30/2023,-0.09,USD
ICCT,iCoreConnect Inc,11/14/2023,9/30/2023,,USD
ICD,Independence Contract Drilling Inc,10/30/2023,9/30/2023,-0.3,USD
ICE,Intercontinental Exchange Inc,11/2/2023,9/30/2023,1.4,USD
ICFI,ICF International Inc,11/1/2023,9/30/2023,1.62,USD
ICHR,Ichor Holdings Ltd,11/6/2023,9/30/2023,0.07,USD
ICL,ICL Group Ltd,11/8/2023,9/30/2023,0.103,USD
ICLD,ICLD,11/16/2023,9/30/2023,0,USD
ICLK,iClick Interactive Asia Group Ltd,9/25/2023,6/30/2023,,USD
ICLK,iClick Interactive Asia Group Ltd,11/28/2023,9/30/2023,,USD
ICLR,Icon Plc,10/25/2023,9/30/2023,3.28,USD
ICLTF,ICLTF,11/6/2023,9/30/2023,,CAD
ICMB,Investcorp Credit Management BDC Inc,11/13/2023,9/30/2023,0.15,USD
ICNB,ICNB,12/4/2023,9/30/2023,,USD
ICPBF,ICPBF,12/6/2023,10/31/2023,,CAD
ICPBQ,ICPBQ,12/6/2023,9/30/2023,,CAD
ICPBQ,ICPBQ,12/6/2023,10/31/2023,,CAD
ICPT,Intercept Pharmaceuticals Inc,10/30/2023,9/30/2023,-0.44,USD
ICU,SeaStar Medical Holding Corp,11/14/2023,9/30/2023,-0.25,USD
ICUI,ICU Medical Inc,11/6/2023,9/30/2023,1.38,USD
ICVX,Icosavax Inc,11/13/2023,9/30/2023,-0.6243,USD
ID,L1 IDENTITY SOLUTIONS INC.,11/7/2023,9/30/2023,-0.02,USD
IDA,Idacorp Inc,11/1/2023,9/30/2023,1.96,USD
IDAI,T Stamp Inc - Class A,11/10/2023,9/30/2023,-0.28,USD
IDBA,IDBA,11/9/2023,9/30/2023,-0.375,USD
IDBAY,IDBAY,11/9/2023,9/30/2023,-0.375,USD
IDCBY,IDCBY,10/27/2023,9/30/2023,0.6894,CNY
IDCC,Interdigital Inc,11/1/2023,9/30/2023,0.66,USD
IDEX,Ideanomics Inc,11/7/2023,9/30/2023,-0.07,USD
IDGBF,IDGBF,11/8/2023,9/30/2023,,CAD
IDKFF,IDKFF,10/26/2023,9/30/2023,0,CAD
IDN,Intellicheck Inc,11/13/2023,9/30/2023,-0.02,USD
IDR,Idaho Strategic Resources Inc,11/13/2023,9/30/2023,0.01,USD
IDT,IDT Corp - Class B,10/4/2023,7/31/2023,,USD
IDT,IDT Corp - Class B,12/4/2023,10/31/2023,,USD
IDXG,IDXG,11/13/2023,9/30/2023,-0.01,USD
IDXX,Idexx Laboratories Inc,10/30/2023,9/30/2023,2.37,USD
IDYA,Ideaya Biosciences Inc,11/6/2023,9/30/2023,-0.49,USD
IDYLF,IDYLF,11/27/2023,9/30/2023,,CAD
IE,Ivanhoe Electric Inc,11/13/2023,9/30/2023,-0.3,USD
IEP,Icahn Enterprises L P,11/1/2023,9/30/2023,0.34,USD
IESC,IES Holdings Inc,12/4/2023,9/30/2023,,USD
IEX,Idex Corporation,10/23/2023,9/30/2023,1.88,USD
IFAN,IFAN,11/29/2023,8/31/2023,0,USD
IFCZF,IFCZF,11/7/2023,9/30/2023,,CAD
IFF,International Flavors & Fragrances Inc,11/6/2023,9/30/2023,0.79,USD
IFLXF,IFLXF,11/22/2023,9/30/2023,,CAD
IFMK,IFMK,11/16/2023,9/30/2023,0,USD
IFNNY,IFNNY,11/15/2023,9/30/2023,0.6567,EUR
IFRX,InflaRx N.V.,11/7/2023,9/30/2023,-0.25,EUR
IFS,Intercorp Financial Services Inc,11/8/2023,9/30/2023,0.85,PEN
IFSPF,IFSPF,11/2/2023,9/30/2023,,CAD
IGC,IGC Pharma Inc,10/30/2023,9/30/2023,,USD
IGEN,IGEN,11/2/2023,9/30/2023,,USD
IGIC,International General Insurance Holdings Ltd,11/8/2023,9/30/2023,0.44,USD
IGIFF,IGIFF,11/1/2023,9/30/2023,,CAD
IGLDF,IGLDF,11/20/2023,9/30/2023,0,ILS
IGMS,IGM Biosciences Inc,11/1/2023,9/30/2023,-1.22,USD
IGT,International Game Technology PLC,11/6/2023,9/30/2023,0.41,USD
IGXT,IGXT,11/8/2023,9/30/2023,,USD
IH,iHuman Inc,12/6/2023,9/30/2023,,USD
IHG,Intercontinental Hotels Group,10/20/2023,9/30/2023,0.7198,USD
IHRT,iHeartMedia Inc - Class A New,11/1/2023,9/30/2023,-0.05,USD
IHS,IHS Holding Ltd,11/14/2023,9/30/2023,0.0352,USD
IHT,Innsuites Hospitality Trust,12/12/2023,10/31/2023,,USD
III,Information Services Group Inc,11/1/2023,9/30/2023,0.1,USD
IIIN,Insteel Industries Inc,10/19/2023,9/30/2023,0.66,USD
IIIV,i3 Verticals Inc - Class A,11/14/2023,9/30/2023,0.41,USD
IIJIY,IIJIY,11/8/2023,9/30/2023,0.3847,JPY
IINN,Inspira Technologies Oxy B.H.N. Ltd,11/18/2023,9/30/2023,-0.3,USD
IIPR,Innovative Industrial Properties Inc,10/31/2023,9/30/2023,1.42,USD
IIPZF,IIPZF,11/8/2023,9/30/2023,,CAD
IKNA,Ikena Oncology Inc,11/6/2023,9/30/2023,-0.43,USD
IKT,Inhibikase Therapeutics Inc,11/13/2023,9/30/2023,-1.19,USD
ILAL,ILAL,11/10/2023,9/30/2023,,USD
ILLM,ILLM,11/8/2023,9/30/2023,-0.05,CAD
ILLMF,ILLMF,11/8/2023,9/30/2023,-0.03,CAD
ILMN,Illumina Inc,11/1/2023,9/30/2023,0.14,USD
ILPMY,ILPMY,11/29/2023,9/30/2023,0,EUR
ILPT,Industrial Logistics Properties Trust,10/23/2023,9/30/2023,-0.4,USD
IMAB,I-Mab,11/29/2023,9/30/2023,-0.1353,CNY
IMAC,IMAC,11/16/2023,9/30/2023,-1.2,USD
IMAX,Imax Corp,10/30/2023,9/30/2023,0.16,USD
IMBBY,IMBBY,11/14/2023,9/30/2023,2.09,GBP
IMBI,IMBI,11/20/2023,8/31/2023,-0.29,USD
IMBIQ,IMBIQ,11/20/2023,10/31/2023,-0.29,USD
IMCC,IM Cannabis Corp,11/13/2023,9/30/2023,-0.21,CAD
IMCI,Infinite Group Inc,11/10/2023,9/30/2023,,USD
IMCR,Immunocore Holdings plc,11/7/2023,9/30/2023,-0.33,GBP
IMGN,Immunogen Inc,11/2/2023,9/30/2023,0.03,USD
IMH,IMH,11/8/2023,9/30/2023,,USD
IMII,IMII,11/10/2023,9/30/2023,,USD
IMKTA,Ingles Markets Inc - Class A,11/21/2023,9/30/2023,,USD
IMMP,Immutep Ltd,11/29/2023,9/30/2023,0,AUD
IMMR,Immersion Corp,11/1/2023,9/30/2023,0.33,USD
IMMX,Immix Biopharma Inc,11/29/2023,9/30/2023,-0.23,USD
IMNM,Immunome Inc,11/13/2023,9/30/2023,-0.17,USD
IMNN,Imunon Inc,11/13/2023,9/30/2023,-0.66,USD
IMO,Imperial Oil Ltd,10/27/2023,9/30/2023,1.74,USD
IMOS,Chipmos Technologies Inc,11/8/2023,9/30/2023,0.4743,TWD
IMPL,Impel Pharmaceuticals Inc,11/13/2023,9/30/2023,-0.545,USD
IMPM,IMPM,10/2/2023,9/30/2023,,USD
IMPUY,IMPUY,10/31/2023,9/30/2023,0,ZAR
IMRFF,IMRFF,9/25/2023,8/31/2023,,CAD
IMRN,Immuron Ltd,11/29/2023,9/30/2023,0,AUD
IMRX,Immuneering Corp Class A,11/8/2023,9/30/2023,-0.4938,USD
IMTX,Immatics N.V,11/15/2023,9/30/2023,-0.39,EUR
IMUC,IMUC,11/22/2023,9/30/2023,0,USD
IMUN,IMUN,11/29/2023,9/30/2023,0,USD
IMUX,Immunic Inc,11/1/2023,9/30/2023,-0.55,USD
IMV,IMV,11/8/2023,9/30/2023,,USD
IMVIQ,IMVIQ,11/8/2023,9/30/2023,,USD
IMVT,Immunovant Inc,11/2/2023,9/30/2023,-0.48,USD
IMXI,International Money Express Inc,11/7/2023,9/30/2023,0.5,USD
INAB,IN8bio Inc,11/9/2023,9/30/2023,-0.2433,USD
INAR,INAR,11/21/2023,9/30/2023,0,USD
INBC,INBC,10/28/2023,9/30/2023,,USD
INBK,First Internet Bancorp,10/17/2023,9/30/2023,0.36,USD
INBP,INBP,11/6/2023,9/30/2023,0,USD
INBX,Inhibrx Inc,11/6/2023,9/30/2023,-1.01,USD
INCR,INC Research Holdings Inc,11/14/2023,9/30/2023,0.0302,ILS
INCY,Incyte Corp,10/30/2023,9/30/2023,1.02,USD
INDB,Independent Bank Corp,10/18/2023,9/30/2023,1.33,USD
INDI,Indie Semiconductor Inc - Class A,11/9/2023,9/30/2023,-0.0367,USD
INDO,Indonesia Energy Corp Ltd,11/29/2023,9/30/2023,0,USD
INDP,Indaptus Therapeutics Inc,11/13/2023,9/30/2023,-0.64,USD
INDT,INDT,10/11/2023,8/31/2023,-0.12,USD
INDV,Indivior Plc,11/2/2023,9/30/2023,0.3,USD
INEOF,INEOF,10/23/2023,9/30/2023,,USD
INFA,Informatica Inc - Class A,10/27/2023,9/30/2023,0.23,USD
INFI,INFI,11/13/2023,9/30/2023,-0.12,USD
INFN,Infinera Corp,10/31/2023,9/30/2023,-0.01,USD
INFU,InfuSystem Holdings Inc,11/6/2023,9/30/2023,0.02,USD
INFY,Infosys Ltd,10/12/2023,9/30/2023,0.1805,USD
ING,ING Groep N.V.,11/2/2023,9/30/2023,0.535,EUR
INGN,Inogen Inc,10/31/2023,9/30/2023,-0.49,USD
INGR,Ingredion Inc,11/1/2023,9/30/2023,1.96,USD
INGXF,INGXF,11/6/2023,9/30/2023,,CAD
INIS,INIS,11/13/2023,9/30/2023,,USD
INKA,INKA,11/13/2023,9/30/2023,,USD
INKT,MiNK Therapeutics Inc,11/3/2023,9/30/2023,-0.18,USD
INLB,INLB,11/29/2023,9/30/2023,-0.03,USD
INLX,Intellinetics Inc,11/13/2023,9/30/2023,0.04,USD
INM,InMed Pharmaceuticals Inc,11/9/2023,9/30/2023,-0.22,CAD
INMB,INmune Bio Inc,10/31/2023,9/30/2023,-0.41,USD
INMD,Inmode Ltd,10/25/2023,9/30/2023,0.67,USD
INN,Summit Hotel Properties Inc,10/31/2023,9/30/2023,-0.03,USD
INND,INND,11/19/2023,9/30/2023,,USD
INNV,InnovAge Holding Corp,11/6/2023,9/30/2023,-0.04,USD
INO,Inovio Pharmaceuticals Inc,11/6/2023,9/30/2023,-0.13,USD
INOD,Innodata Inc,11/8/2023,9/30/2023,,USD
INPX,Inpixon,11/13/2023,9/30/2023,,USD
INRD,INRD,11/13/2023,9/30/2023,,USD
INRE,INRE,11/6/2023,9/30/2023,,USD
INSE,Inspired Entertainment Inc,11/7/2023,9/30/2023,0.41,USD
INSG,Inseego Corp,10/31/2023,9/30/2023,-0.02,USD
INSM,Insmed Inc,10/25/2023,9/30/2023,-1.12,USD
INSP,Inspire Medical Systems Inc,10/30/2023,9/30/2023,-0.6,USD
INST,Instructure Holdings Inc,10/29/2023,9/30/2023,0.2,USD
INSW,International Seaways Inc,11/6/2023,9/30/2023,1.69,USD
INT,INT,10/25/2023,9/30/2023,0.68,USD
INTA,Intapp Inc,11/6/2023,9/30/2023,0.03,USD
INTC,Intel Corp,10/25/2023,9/30/2023,0.2,USD
INTG,Intergroup Corp,9/26/2023,6/30/2023,,USD
INTG,Intergroup Corp,11/13/2023,9/30/2023,,USD
INTI,INTI,11/10/2023,9/30/2023,0,USD
INTR,Inter & Co Inc - Class A,11/6/2023,9/30/2023,0.05,BRL
INTS,Intensity Therapeutics Inc,11/29/2023,9/30/2023,-0.11,USD
INTT,Intest Corp,11/2/2023,9/30/2023,0.25,USD
INTU,Intuit Inc,11/27/2023,10/31/2023,1.98,USD
INTV,INTV,9/25/2023,6/30/2023,,USD
INTV,INTV,11/13/2023,9/30/2023,,USD
INTWF,INTWF,11/27/2023,9/30/2023,,CAD
INTZ,Intrusion Inc,11/1/2023,9/30/2023,-0.11,USD
INUV,Inuvo Inc,11/13/2023,9/30/2023,-0.03,USD
INVA,Innoviva Inc,11/7/2023,9/30/2023,0.27,USD
INVE,Identiv Inc,10/31/2023,9/30/2023,0.04,USD
INVH,Invitation Homes Inc,10/24/2023,9/30/2023,0.17,USD
INVI,INVI,11/14/2023,9/30/2023,0,USD
INVO,INVO Bioscience Inc,11/13/2023,9/30/2023,-0.11,USD
INVU,INVU,11/13/2023,9/30/2023,,USD
INVZ,Innoviz Technologies Ltd,11/7/2023,9/30/2023,-0.22,USD
INXDF,INXDF,11/13/2023,9/30/2023,,USD
INXSF,INXSF,11/20/2023,9/30/2023,,CAD
INZY,Inozyme Pharma Inc,11/8/2023,9/30/2023,-0.32,USD
IOBT,IO Biotech Inc,11/8/2023,9/30/2023,-0.61,USD
IOCJY,IOCJY,11/8/2023,9/30/2023,0.0624,BRL
IONM,Assure Holdings Corp,11/13/2023,9/30/2023,-0.15,USD
IONQ,IonQ Inc,11/13/2023,9/30/2023,-0.18,USD
IONR,ioneer Ltd,11/29/2023,9/30/2023,0,USD
IONS,Ionis Pharmaceuticals Inc,11/7/2023,9/30/2023,-1.07,USD
IOR,Income Opportunity Realty Investors Inc,11/8/2023,9/30/2023,,USD
IOSP,Innospec Inc,11/7/2023,9/30/2023,1.45,USD
IOT,Samsara Inc - Class A,11/29/2023,10/31/2023,0.01,USD
IOUFF,IOUFF,11/16/2023,9/30/2023,,CAD
IOVA,Iovance Biotherapeutics Inc,11/1/2023,9/30/2023,-0.45,USD
IP,International Paper Company,10/26/2023,9/30/2023,0.58,USD
IPA,ImmunoPrecise Antibodies Ltd,12/13/2023,10/31/2023,-0.1,CAD
IPAR,Inter Parfums Inc,11/7/2023,9/30/2023,1.31,USD
IPCFF,IPCFF,10/30/2023,9/30/2023,,USD
IPCIF,IPCIF,10/12/2023,8/31/2023,,USD
IPDN,Professional Diversity Network Inc,11/13/2023,9/30/2023,,USD
IPG,Interpublic Group Of Cos. Inc,10/19/2023,9/30/2023,0.73,USD
IPGP,IPG Photonics Corp,10/30/2023,9/30/2023,1.02,USD
IPHA,Innate Pharma,11/14/2023,9/30/2023,0,EUR
IPI,Intrepid Potash Inc,10/31/2023,9/30/2023,-0.1,USD
IPIC,IPIC,11/8/2023,9/30/2023,0,USD
IPIX,IPIX,11/10/2023,9/30/2023,,USD
IPLY,IPLY,11/20/2023,9/30/2023,0,USD
IPMLF,IPMLF,11/6/2023,9/30/2023,,CAD
IPOAF,IPOAF,10/27/2023,9/30/2023,0.135,USD
IPOOF,IPOOF,11/7/2023,9/30/2023,,CAD
IPSC,Century Therapeutics Inc,11/9/2023,9/30/2023,-0.5082,USD
IPSEY,IPSEY,10/26/2023,9/30/2023,0,EUR
IPSID,IPSID,11/10/2023,9/30/2023,,USD
IPVF,InterPrivate III Financial Partners Inc - Class A,11/20/2023,9/30/2023,,USD
IPW,iPower Inc,11/15/2023,9/30/2023,-0.06,USD
IPWR,Ideal Power Inc,11/13/2023,9/30/2023,-0.4,USD
IPX,IperionX Ltd,9/29/2023,6/30/2023,-0.21,USD
IQ,iQIYI Inc,11/20/2023,9/30/2023,0.05,CNY
IQEPF,IQEPF,11/22/2023,9/30/2023,0,GBP
IQI,Invesco Quality Municipal Income Trust,10/30/2023,7/31/2023,,USD
IQST,IQST,11/13/2023,9/30/2023,,USD
IQV,IQVIA Holdings Inc,10/24/2023,9/30/2023,2.45,USD
IR,Ingersoll-Rand Inc,10/31/2023,9/30/2023,0.69,USD
IRBT,Irobot Corp,10/31/2023,9/30/2023,-1.67,USD
IRDM,Iridium Communications Inc,10/18/2023,9/30/2023,0.03,USD
IREN,Iris Energy Ltd,11/29/2023,9/30/2023,-0.0782,USD
IRIX,IRIDEX Corp,11/8/2023,9/30/2023,-0.12,USD
IRLTY,IRLTY,12/1/2023,9/30/2023,0,EUR
IRM,Iron Mountain Inc,11/1/2023,9/30/2023,0.44,USD
IRMD,Iradimed Corp,11/1/2023,9/30/2023,0.36,USD
IRME,IRME,11/29/2023,9/30/2023,-0.02,USD
IRMTF,IRMTF,10/31/2023,9/30/2023,,CAD
IRNT,IRNT,12/14/2023,9/30/2023,-0.1245,USD
IRON,Disc Medicine Inc,11/8/2023,9/30/2023,-0.8,USD
IROQ,IF Bancorp Inc,11/1/2023,9/30/2023,,USD
IRS,Irsa Inversiones Y Representaciones S.A.,11/9/2023,9/30/2023,0,USD
IRT,Independence Realty Trust Inc,10/24/2023,9/30/2023,0.07,USD
IRTC,iRhythm Technologies Inc,10/30/2023,9/30/2023,-0.66,USD
IRVRF,IRVRF,9/25/2023,8/31/2023,,CAD
IRWD,Ironwood Pharmaceuticals Inc - Class A,11/1/2023,9/30/2023,0.16,USD
ISBA,ISBA,10/18/2023,9/30/2023,0.67,USD
ISCO,ISCO,11/16/2023,9/30/2023,0,USD
ISDCF,ISDCF,10/19/2023,9/30/2023,0,USD
ISDR,Issuer Direct Corp,11/1/2023,9/30/2023,0.35,USD
ISDSF,ISDSF,12/23/2023,10/31/2023,,USD
ISEE,ISEE,11/1/2023,9/30/2023,-0.4796,USD
ISEYF,ISEYF,11/10/2023,9/30/2023,,USD
ISGN,ISGN,11/13/2023,9/30/2023,0,USD
ISIG,ISIG,11/6/2023,9/30/2023,,USD
ISNPY,ISNPY,11/3/2023,9/30/2023,0.6596,EUR
ISPC,iSpecimen Inc,11/6/2023,9/30/2023,-0.35,USD
ISPO,Inspirato Incorporated - Class A,12/18/2023,9/30/2023,-0.17,USD
ISR,ISR,9/26/2023,6/30/2023,-0.01,USD
ISRG,Intuitive Surgical Inc,10/19/2023,9/30/2023,1.41,USD
ISRJF,ISRJF,11/28/2023,9/30/2023,,CAD
ISSC,Innovative Solutions And Support Inc,12/12/2023,9/30/2023,0.11,USD
ISTR,Investar Holding Corp,10/23/2023,9/30/2023,0.33,USD
ISUN,iSun Inc,11/13/2023,9/30/2023,-0.04,USD
ISUZY,ISUZY,11/6/2023,9/30/2023,0.4677,JPY
ISVLF,ISVLF,11/22/2023,9/30/2023,,CAD
IT,Gartner Inc,10/30/2023,9/30/2023,1.96,USD
ITCB,ITCB,10/31/2023,9/30/2023,750.23,CLP
ITCI,Intra-Cellular Therapies Inc,11/1/2023,9/30/2023,-0.55,USD
ITCL,Banco Itau Chile.,10/31/2023,9/30/2023,0.1625,CLP
ITGR,Integer Holdings Corp,10/25/2023,9/30/2023,1.1,USD
ITHUF,ITHUF,11/6/2023,9/30/2023,,USD
ITI,Iteris Inc,11/6/2023,9/30/2023,0.02,USD
ITIC,Investors Title Company,11/2/2023,9/30/2023,,USD
ITMSF,ITMSF,11/13/2023,9/30/2023,,USD
ITOCY,ITOCY,11/6/2023,9/30/2023,1.96,JPY
ITOS,ITeos Therapeutics Inc,11/8/2023,9/30/2023,-0.66,USD
ITOX,ITOX,11/21/2023,9/30/2023,,USD
ITP,IT Tech Packaging Inc,11/8/2023,9/30/2023,,USD
ITRG,Integra Resources Corp,11/10/2023,9/30/2023,,USD
ITRI,Itron Inc,11/1/2023,9/30/2023,0.5,USD
ITRM,Iterum Therapeutics Plc,11/8/2023,9/30/2023,-0.83,USD
ITRN,Ituran Location And Control Ltd,11/20/2023,9/30/2023,0.58,USD
ITT,ITT Inc,11/1/2023,9/30/2023,1.27,USD
ITUB,Itau Unibanco Holding S.A.,11/6/2023,9/30/2023,0.1837,BRL
ITW,Illinois Tool Works Inc,10/23/2023,9/30/2023,2.46,USD
IVA,Inventiva,9/28/2023,6/30/2023,-0.8777,EUR
IVA,Inventiva,11/21/2023,9/30/2023,-0.51,EUR
IVAC,Intevac Inc,10/31/2023,9/30/2023,-0.13,USD
IVC,IVC,11/6/2023,9/30/2023,,USD
IVCRQ,IVCRQ,11/6/2023,9/30/2023,,USD
IVDA,Iveda Solutions Inc,11/14/2023,9/30/2023,0.01,USD
IVFH,IVFH,11/14/2023,9/30/2023,,USD
IVPAF,IVPAF,11/13/2023,9/30/2023,0.1081,USD
IVR,Invesco Mortgage Capital Inc,10/31/2023,9/30/2023,1.23,USD
IVREF,IVREF,11/7/2023,9/30/2023,,CAD
IVRN,IVRN,11/13/2023,9/30/2023,,USD
IVT,InvenTrust Properties Corp,10/30/2023,9/30/2023,0.02,USD
IVVD,Invivyd Inc,11/13/2023,9/30/2023,-0.5133,USD
IVZ,Invesco Ltd,10/23/2023,9/30/2023,0.38,USD
IWINF,IWINF,12/4/2023,9/30/2023,-0.18,USD
IWSH,IWSH,11/13/2023,9/30/2023,,USD
IWSY,IWSY,11/21/2023,9/30/2023,0,USD
IX,Orix Corporation,10/30/2023,9/30/2023,2.56,JPY
IZCFF,IZCFF,11/10/2023,9/30/2023,,CAD
IZEA,IZEA Worldwide Inc,11/8/2023,9/30/2023,-0.07,USD
J,Jacobs Solutions Inc,11/20/2023,9/30/2023,2.02,USD
JACK,Jack In The Box Inc,11/20/2023,9/30/2023,1.16,USD
JAGGF,JAGGF,11/9/2023,9/30/2023,0.06,USD
JAGX,Jaguar Health Inc,11/13/2023,9/30/2023,-1.23,USD
JAKK,Jakks Pacific Inc,10/25/2023,9/30/2023,3.43,USD
JAMF,Jamf Holding Corp,11/7/2023,9/30/2023,0.07,USD
JAMN,JAMN,11/8/2023,10/31/2023,0,USD
JAN,JanOne Inc,11/14/2023,9/30/2023,0,USD
JANX,Janux Therapeutics Inc,11/10/2023,9/30/2023,-0.47,USD
JAPAY,JAPAY,10/31/2023,9/30/2023,0.2718,JPY
JAZZ,Jazz Pharmaceuticals plc,11/6/2023,9/30/2023,4.89,USD
JBAXY,JBAXY,11/20/2023,9/30/2023,0,CHF
JBGS,JBG SMITH Properties,10/30/2023,9/30/2023,-0.15,USD
JBHT,J.B. Hunt Transport Services Inc,10/17/2023,9/30/2023,1.89,USD
JBI,Janus International Group Inc - Class A,11/8/2023,9/30/2023,0.2414,USD
JBL,Jabil Inc,9/28/2023,8/31/2023,2.32,USD
