symbol,name,reportDate,fiscalDateEnding,estimate,currency
CTLP,Cantaloupe Inc,11/6/2023,9/30/2023,0.01,USD
CTLT,Catalent Inc,10/30/2023,9/30/2023,-0.13,USD
CTM,Castellum Inc,11/13/2023,9/30/2023,-0.04,USD
CTMX,CytomX Therapeutics Inc,11/6/2023,9/30/2023,-0.19,USD
CTNXF,CTNXF,11/27/2023,9/30/2023,,USD
CTO,CTO Realty Growth Inc - New - New,10/25/2023,9/30/2023,-0.15,USD
CTOS,Custom Truck One Source Inc,11/6/2023,9/30/2023,0.05,USD
CTPCY,CTPCY,11/17/2023,9/30/2023,0,HKD
CTPR,CTPR,11/9/2023,9/30/2023,0,USD
CTPTY,CTPTY,10/30/2023,9/30/2023,0.1276,BRL
CTRA,Coterra Energy Inc,11/1/2023,9/30/2023,0.42,USD
CTRE,CareTrust REIT Inc,11/6/2023,9/30/2023,0.23,USD
CTRM,Castor Maritime Inc,11/21/2023,9/30/2023,,USD
CTRN,Citi Trends Inc,11/27/2023,8/31/2023,,USD
CTRN,Citi Trends Inc,11/27/2023,10/31/2023,-0.13,USD
CTRRF,CTRRF,11/6/2023,9/30/2023,,CAD
CTS,CTS Corp,10/24/2023,9/30/2023,0.57,USD
CTSDF,CTSDF,11/6/2023,9/30/2023,,CAD
CTSH,Cognizant Technology Solutions Corp - Class A,10/31/2023,9/30/2023,1.09,USD
CTSO,Cytosorbents Corp,11/1/2023,9/30/2023,-0.12,USD
CTTAY,CTTAY,11/8/2023,9/30/2023,0.225,EUR
CTV,Innovid Corp,11/10/2023,9/30/2023,-0.01,USD
CTVA,Corteva Inc,11/8/2023,9/30/2023,-0.22,USD
CTXAY,CTXAY,10/24/2023,9/30/2023,0,AUD
CTXR,Citius Pharmaceuticals Inc,12/20/2023,9/30/2023,-0.02,USD
CTXXF,CTXXF,11/7/2023,9/30/2023,,CAD
CUAUF,CUAUF,9/25/2023,8/31/2023,,USD
CUAUF,CUAUF,12/6/2023,11/30/2023,,USD
CUBE,CubeSmart,10/25/2023,9/30/2023,0.45,USD
CUBI,Customers Bancorp Inc,10/24/2023,9/30/2023,1.57,USD
CUBT,Curative Biotechnology Inc,11/6/2023,9/30/2023,,USD
CUBXF,CUBXF,11/13/2023,9/30/2023,,CAD
CUE,Cue Biopharma Inc,11/13/2023,9/30/2023,-0.34,USD
CUEN,Cuentas Inc,11/15/2023,9/30/2023,,USD
CUK,Carnival plc,9/28/2023,8/31/2023,0.7737,USD
CUK,Carnival plc,12/20/2023,11/30/2023,-0.0963,USD
CULL,Cullman Bancorp Inc,11/6/2023,9/30/2023,,USD
CULP,Culp Inc,11/30/2023,8/31/2023,-0.2,USD
CULP,Culp Inc,12/5/2023,11/30/2023,-0.22,USD
CURI,CuriosityStream Inc - Class A,11/7/2023,9/30/2023,-0.15,USD
CURLF,CURLF,11/6/2023,9/30/2023,-0.05,USD
CURO,CURO Group Holdings Corp,10/31/2023,9/30/2023,-0.28,USD
CURUF,CURUF,12/14/2023,9/30/2023,,CAD
CURV,Torrid Holdings Inc,12/8/2023,10/31/2023,-0.05,USD
CUSI,CUSI,11/7/2023,9/30/2023,0,USD
CUTR,Cutera Inc,11/1/2023,9/30/2023,-0.85,USD
CUZ,Cousins Properties Inc,10/25/2023,9/30/2023,0.12,USD
CVAC,CureVac N.V.,11/14/2023,9/30/2023,-0.28,EUR
CVAT,CVAT,10/13/2023,9/30/2023,,USD
CVBF,CVB Financial Corp,10/17/2023,9/30/2023,0.4,USD
CVCO,Cavco Industries Inc,11/1/2023,9/30/2023,5.27,USD
CVCY,Central Valley Community Bancorp,10/17/2023,9/30/2023,0.52,USD
CVE,Cenovus Energy Inc,11/1/2023,9/30/2023,0.5444,CAD
CVEO,Civeo Corp,10/26/2023,9/30/2023,0.21,USD
CVGI,Commercial Vehicle Group Inc,10/31/2023,9/30/2023,0.24,USD
CVGW,Calavo Growers Inc,12/18/2023,10/31/2023,0.38,USD
CVHL,CVHL,11/7/2023,9/30/2023,0,USD
CVI,CVR Energy Inc,10/30/2023,9/30/2023,1.63,USD
CVLG,Covenant Logistics Group Inc - Class A,10/18/2023,9/30/2023,1.1,USD
CVLT,Commvault Systems Inc,10/30/2023,9/30/2023,0.64,USD
CVLY,Codorus Valley Bancorp Inc,10/25/2023,9/30/2023,0.54,USD
CVNA,Carvana Co. - Class A,11/1/2023,9/30/2023,-0.82,USD
CVOSF,CVOSF,11/7/2023,9/30/2023,,USD
CVR,Chicago Rivet & Machine Company,11/6/2023,9/30/2023,,USD
CVRX,CVRx Inc,10/30/2023,9/30/2023,-0.58,USD
CVS,CVS Health Corp,10/31/2023,9/30/2023,2.13,USD
CVSI,CVSI,11/13/2023,9/30/2023,-0.01,USD
CVT,CVT,11/2/2023,9/30/2023,0.06,USD
CVTGF,CVTGF,11/13/2023,9/30/2023,,CAD
CVU,CPI Aerostructures Inc,11/20/2023,9/30/2023,,USD
CVV,CVD Equipment Corp,11/13/2023,9/30/2023,,USD
CVVUF,CVVUF,9/25/2023,7/31/2023,0,CAD
CVVUF,CVVUF,12/4/2023,10/31/2023,,CAD
CVX,Chevron Corp,10/26/2023,9/30/2023,3.07,USD
CW,Curtiss-Wright Corp,10/31/2023,9/30/2023,2.36,USD
CWAN,Clearwater Analytics Holdings Inc Class A,11/14/2023,9/30/2023,0.08,USD
CWBC,Community West Bancshares,10/26/2023,9/30/2023,0.24,USD
CWBHF,CWBHF,11/13/2023,9/30/2023,-0.05,USD
CWBK,CWBK,10/18/2023,9/30/2023,0,USD
CWBR,CohBar Inc,11/6/2023,9/30/2023,,USD
CWCO,Consolidated Water Co. Ltd,11/13/2023,9/30/2023,0.4,USD
CWEGF,CWEGF,11/1/2023,9/30/2023,,CAD
CWEN,Clearway Energy Inc - Class C,11/8/2023,9/30/2023,0.7305,USD
CWEN-A,Clearway Energy Inc - Class A,10/31/2023,9/30/2023,0.81,USD
CWGL,CWGL,11/7/2023,9/30/2023,,USD
CWH,Camping World Holdings Inc - Class A,10/30/2023,9/30/2023,0.36,USD
CWK,Cushman & Wakefield plc,11/1/2023,9/30/2023,0.33,USD
CWLPF,CWLPF,11/15/2023,8/31/2023,,CAD
CWQXY,CWQXY,10/27/2023,9/30/2023,0.4138,SEK
CWSFF,CWSFF,9/27/2023,7/31/2023,,CAD
CWSFF,CWSFF,12/6/2023,10/31/2023,,CAD
CWSRF,CWSRF,11/7/2023,9/30/2023,,CAD
CWST,Casella Waste Systems Inc - Class A,10/25/2023,9/30/2023,0.39,USD
CWT,California Water Service Group,10/25/2023,9/30/2023,0.66,USD
CWVLF,CWVLF,11/8/2023,9/30/2023,,USD
CWXZF,CWXZF,11/1/2023,9/30/2023,,CAD
CWYUF,CWYUF,11/9/2023,9/30/2023,,CAD
CX,Cemex S.A.B. De C.V.,10/26/2023,9/30/2023,0.2159,USD
CXAI,CXApp Inc - Class A,11/6/2023,9/30/2023,-0.28,USD
CXBMF,CXBMF,11/7/2023,9/30/2023,,USD
CXDO,Crexendo Inc,11/8/2023,9/30/2023,0.02,USD
CXM,Sprinklr Inc Class A,12/4/2023,9/30/2023,0.07,USD
CXT,Crane NXT Company,10/23/2023,9/30/2023,1.05,USD
CXW,CoreCivic Inc,10/31/2023,9/30/2023,0.12,USD
CXXIF,CXXIF,12/13/2023,10/31/2023,,USD
CYAD,CYAD,11/9/2023,9/30/2023,0,EUR
CYADY,CYADY,11/9/2023,9/30/2023,0,EUR
CYAN,Cyanotech Corp,11/7/2023,9/30/2023,,USD
CYBA,CYBA,10/18/2023,9/30/2023,0,USD
CYBL,CYBL,11/19/2023,9/30/2023,,USD
CYBN,Cybin Inc,11/29/2023,9/30/2023,-0.0414,CAD
CYBR,CyberArk Software Ltd,11/1/2023,9/30/2023,0.23,USD
CYCC,Cyclacel Pharmaceuticals Inc,11/7/2023,9/30/2023,-0.36,USD
CYCN,Cyclerion Therapeutics Inc,11/6/2023,9/30/2023,,USD
CYD,China Yuchai International,11/13/2023,9/30/2023,0,CNY
CYFL,CYFL,10/27/2023,9/30/2023,,USD
CYH,Community Health Systems Inc,10/24/2023,9/30/2023,-0.15,USD
CYN,Cyngn Inc,11/9/2023,9/30/2023,-0.18,USD
CYPXF,CYPXF,11/16/2023,9/30/2023,,CAD
CYRN,CYRN,11/13/2023,9/30/2023,,USD
CYRNQ,CYRNQ,11/13/2023,9/30/2023,,USD
CYRX,CryoPort Inc,11/1/2023,9/30/2023,-0.31,USD
CYSNF,CYSNF,10/17/2023,8/31/2023,,CAD
CYT,Cyteir Therapeutics Inc,11/8/2023,9/30/2023,-0.29,USD
CYTH,Cyclo Therapeutics Inc - Class A,11/13/2023,9/30/2023,-0.38,USD
CYTK,Cytokinetics Inc,11/1/2023,9/30/2023,-0.74,USD
CYTO,Altamira Therapeutics Ltd,11/30/2023,9/30/2023,,CHF
CYXT,CYXT,11/6/2023,9/30/2023,-0.2694,USD
CYXTQ,CYXTQ,11/6/2023,9/30/2023,-0.2694,USD
CZBT,CZBT,10/16/2023,9/30/2023,,USD
CZFS,Citizens Financial Services Inc,10/23/2023,9/30/2023,1.57,USD
CZMWY,CZMWY,12/12/2023,9/30/2023,1.07,USD
CZNC,Citizens & Northern Corp,10/18/2023,9/30/2023,0.39,USD
CZR,Caesars Entertainment Inc,10/30/2023,9/30/2023,0.28,USD
CZWI,Citizens Community Bancorp Inc MD,10/23/2023,9/30/2023,0.26,USD
D,Dominion Energy Inc,11/2/2023,9/30/2023,0.82,USD
DAC,Danaos Corporation,11/6/2023,9/30/2023,7.39,USD
DADA,Dada Nexus Ltd,11/15/2023,9/30/2023,0.01,CNY
DAIO,Data io Corp,10/25/2023,9/30/2023,0.02,USD
DAKT,Daktronics Inc,12/11/2023,11/30/2023,0.13,USD
DAL,Delta Air Lines Inc,10/11/2023,9/30/2023,1.93,USD
DALN,DallasNews Corporation - Class A,10/23/2023,9/30/2023,,USD
DALXF,DALXF,11/9/2023,9/30/2023,,CAD
DAN,Dana Inc,10/25/2023,9/30/2023,0.16,USD
DANOY,DANOY,10/19/2023,9/30/2023,0,EUR
DAO,Youdao Inc,11/15/2023,9/30/2023,-0.07,CNY
DAR,Darling Ingredients Inc,11/6/2023,9/30/2023,1.34,USD
DARE,Dare Bioscience Inc,11/8/2023,9/30/2023,-0.09,USD
DASH,DoorDash Inc - Class A,11/1/2023,9/30/2023,-0.41,USD
DASTY,DASTY,10/25/2023,9/30/2023,0.2986,EUR
DAVA,Endava plc,11/7/2023,9/30/2023,0.45,GBP
DAVE,Dave Inc - Class A,11/11/2023,9/30/2023,-1.88,USD
DAWN,Day One Biopharmaceuticals Inc,11/6/2023,9/30/2023,-0.5743,USD
DB,Deutsche Bank AG,10/25/2023,9/30/2023,0.5881,EUR
DBCCF,DBCCF,11/13/2023,9/30/2023,,CAD
DBD,DBD,11/6/2023,9/30/2023,0.1467,USD
DBDQQ,DBDQQ,11/6/2023,9/30/2023,0.18,USD
DBGI,Digital Brands Group Inc,11/14/2023,9/30/2023,,USD
DBI,Designer Brands Inc - Class A,11/29/2023,10/31/2023,0.47,USD
DBIN,DBIN,11/6/2023,9/30/2023,,USD
DBOEY,DBOEY,10/18/2023,9/30/2023,0.2613,EUR
DBOXF,DBOXF,11/13/2023,9/30/2023,,CAD
DBRG,DigitalBridge Group Inc - Class A,11/2/2023,9/30/2023,-0.15,USD
DBSDY,DBSDY,11/6/2023,9/30/2023,2.73,SGD
DBTX,Decibel Therapeutics Inc,11/7/2023,9/30/2023,-0.77,USD
DBVT,DBV Technologies,11/2/2023,9/30/2023,-0.22,USD
DBX,Dropbox Inc - Class A,11/1/2023,9/30/2023,0.49,USD
DCBO,Docebo Inc,11/8/2023,9/30/2023,0.06,USD
DCFC,Tritium DCFC Ltd,11/29/2023,9/30/2023,-0.125,USD
DCGO,DocGo Inc,11/6/2023,9/30/2023,0.06,USD
DCI,Donaldson Co. Inc,11/28/2023,10/31/2023,0.72,USD
DCMDF,DCMDF,11/6/2023,9/30/2023,,CAD
DCO,Ducommun Inc,11/6/2023,9/30/2023,0.61,USD
DCOM,Dime Community Bancshares Inc,10/26/2023,9/30/2023,0.53,USD
DCP,DCP,10/31/2023,9/30/2023,,USD
DCPH,Deciphera Pharmaceuticals Inc,11/1/2023,9/30/2023,-0.61,USD
DCSX,Direct Communication Solutions Inc,11/29/2023,9/30/2023,,USD
DCSXD,DCSXD,11/29/2023,9/30/2023,,USD
DCTH,Delcath Systems Inc,11/6/2023,9/30/2023,-0.52,USD
DD,DuPont de Nemours Inc,11/6/2023,9/30/2023,0.9498,USD
DDD,3D Systems Corp,11/6/2023,9/30/2023,-0.06,USD
DDEJF,DDEJF,11/9/2023,9/30/2023,,CAD
DDHRD,DDHRD,10/30/2023,9/30/2023,,CAD
DDHRF,DDHRF,10/30/2023,9/30/2023,,CAD
DDI,DoubleDown Interactive Co Ltd,11/8/2023,9/30/2023,8.43,USD
DDL,Dingdong (Cayman) Ltd,11/13/2023,9/30/2023,0,USD
DDOG,Datadog Inc - Class A,11/1/2023,9/30/2023,0.34,USD
DDS,Dillard`s Inc - Class A,11/8/2023,10/31/2023,6.7,USD
DE,Deere & Company,11/22/2023,10/31/2023,7.5,USD
DEA,Easterly Government Properties Inc,10/30/2023,9/30/2023,0.06,USD
DECK,Deckers Outdoor Corp,10/25/2023,9/30/2023,4.39,USD
DECN,DECN,11/29/2023,9/30/2023,0,USD
DEDVF,DEDVF,10/31/2023,9/30/2023,,CAD
DEER,DEER,11/29/2023,9/30/2023,0,USD
DEI,Douglas Emmett Inc,11/1/2023,9/30/2023,-0.08,USD
DELL,Dell Technologies Inc - Class C,11/30/2023,10/31/2023,1.46,USD
DEN,Denbury Inc - New,11/9/2023,9/30/2023,1.38,USD
DENN,Denny`s Corp,10/30/2023,9/30/2023,0.15,USD
DEO,Diageo plc,11/29/2023,9/30/2023,0,USD
DERM,Journey Medical Corp,11/19/2023,9/30/2023,-0.15,USD
DESP,Despegar.com Corp,11/15/2023,9/30/2023,0.15,USD
DFCO,DFCO,10/30/2023,9/30/2023,,USD
DFFN,,11/13/2023,9/30/2023,-1.95,USD
DFH,Dream Finders Homes Inc - Class A,11/1/2023,9/30/2023,0.6,USD
DFIFF,DFIFF,11/7/2023,9/30/2023,,USD
DFIN,Donnelley Financial Solutions Inc,10/31/2023,9/30/2023,0.58,USD
DFS,Discover Financial Services,10/23/2023,9/30/2023,3.18,USD
DG,Dollar General Corp,11/29/2023,10/31/2023,1.29,USD
DGHI,Digihost Technology Inc,11/13/2023,9/30/2023,,USD
DGICA,Donegal Group Inc - Class A,10/25/2023,9/30/2023,0.08,USD
DGICB,Donegal Group Inc - Class B,11/1/2023,9/30/2023,0.01,USD
DGII,Digi International Inc,11/8/2023,9/30/2023,0.48,USD
DGLY,Digital Ally Inc (New),11/13/2023,9/30/2023,-2.24,USD
DGNOF,DGNOF,11/27/2023,9/30/2023,,CAD
DGX,Quest Diagnostics Inc,10/24/2023,9/30/2023,2.19,USD
DH,Definitive Healthcare Corp - Class A,11/1/2023,9/30/2023,0.06,USD
DHBUF,DHBUF,10/26/2023,9/30/2023,,USD
DHC,Diversified Healthcare Trust,10/31/2023,9/30/2023,-0.21,USD
DHI,D.R. Horton Inc,11/7/2023,9/30/2023,3.92,USD
DHIL,Diamond Hill Investment Group Inc - Class A,10/3/2023,9/30/2023,,USD
DHR,Danaher Corp,10/18/2023,9/30/2023,1.87,USD
DHT,DHT Holdings Inc,11/6/2023,9/30/2023,0.2,USD
DHX,DHI Group Inc,10/31/2023,9/30/2023,0.03,USD
DIBS,1stdibs.com Inc,10/30/2023,9/30/2023,-0.15,USD
DICE,DICE Therapeutics Inc,11/9/2023,9/30/2023,-0.74,USD
DIIBF,DIIBF,11/2/2023,9/30/2023,0.05,USD
DIMC,DIMC,10/20/2023,9/30/2023,,USD
DIN,Dine Brands Global Inc,10/31/2023,9/30/2023,1.32,USD
DINO,HF Sinclair Corp,11/6/2023,9/30/2023,3.41,USD
DIOD,Diodes Inc,11/6/2023,9/30/2023,1.21,USD
DIS,Walt Disney Co (The),11/6/2023,9/30/2023,0.76,USD
DISH,Dish Network Corp - Class A,10/31/2023,9/30/2023,0.09,USD
DIT,Amcon Distributing Company,11/21/2023,9/30/2023,,USD
DJCO,Daily Journal Corporation,12/14/2023,9/30/2023,,USD
DK,Delek US Holdings Inc,11/6/2023,9/30/2023,1.51,USD
DKILY,DKILY,11/7/2023,9/30/2023,0.1912,JPY
DKL,Delek Logistics Partners LP,11/6/2023,9/30/2023,0.8,USD
DKLRF,DKLRF,11/28/2023,9/30/2023,,CAD
DKNG,DraftKings Inc - Class A,11/3/2023,9/30/2023,-0.6995,USD
DKS,Dicks Sporting Goods Inc,11/20/2023,10/31/2023,2.48,USD
DLA,Delta Apparel Inc,11/15/2023,9/30/2023,-0.8,USD
DLAKY,DLAKY,11/2/2023,9/30/2023,1.23,EUR
DLB,Dolby Laboratories Inc - Class A,11/15/2023,9/30/2023,0.53,USD
DLHC,DLH Holdings Corp,12/4/2023,9/30/2023,0.15,USD
DLHTF,DLHTF,11/13/2023,9/30/2023,,CAD
DLMAF,DLMAF,12/5/2023,10/31/2023,,CAD
DLNG,Dynagas LNG Partners LP,12/11/2023,9/30/2023,0.11,USD
DLO,DLocal Ltd Class A,11/14/2023,9/30/2023,0.1502,USD
DLPN,Dolphin Entertainment Inc,11/13/2023,9/30/2023,0.05,USD
DLR,Digital Realty Trust Inc,10/24/2023,9/30/2023,0.25,USD
DLTH,Duluth Holdings Inc - Class B,11/29/2023,10/31/2023,-0.26,USD
DLTNF,DLTNF,11/8/2023,9/30/2023,,CAD
DLTR,Dollar Tree Inc,11/20/2023,10/31/2023,1.01,USD
DLX,Deluxe Corp,11/1/2023,9/30/2023,0.74,USD
DM,Desktop Metal Inc - Class A,11/7/2023,9/30/2023,-0.04,USD
DMAC,DiaMedica Therapeutics Inc,11/7/2023,9/30/2023,-0.13,USD
DMIFF,DMIFF,10/23/2023,9/30/2023,,CAD
DMK,DMK Pharmaceuticals Corp,11/13/2023,9/30/2023,,USD
DMLP,Dorchester Minerals LP,11/1/2023,9/30/2023,,USD
DMRC,Digimarc Corporation,11/1/2023,9/30/2023,-0.34,USD
DMS,Digital Media Solutions Inc - Class A,11/6/2023,9/30/2023,-2.55,USD
DMTK,DermTech Inc,11/1/2023,9/30/2023,-0.75,USD
DNA,Ginkgo Bioworks Holdings Inc - Class A,11/14/2023,9/30/2023,-0.09,USD
DNB,Dun & Bradstreet Holdings Inc,11/1/2023,9/30/2023,0.26,USD
DNBBY,DNBBY,10/19/2023,9/30/2023,0.5907,NOK
DNDDF,DNDDF,11/8/2023,9/30/2023,,CAD
DNGDF,DNGDF,11/13/2023,9/30/2023,0.07,USD
DNKEY,DNKEY,10/27/2023,9/30/2023,0.4271,DKK
DNLI,Denali Therapeutics Inc,11/1/2023,9/30/2023,-0.82,USD
DNMR,Danimer Scientific Inc - Class A,11/6/2023,9/30/2023,-0.36,USD
DNN,Denison Mines Corp,11/8/2023,9/30/2023,-0.01,USD
DNNGY,DNNGY,11/1/2023,9/30/2023,0.3651,DKK
DNOW,NOW Inc,10/31/2023,9/30/2023,0.25,USD
DNPLY,DNPLY,11/14/2023,9/30/2023,0,JPY
DNRSD,DNRSD,11/27/2023,9/30/2023,,USD
DNRSF,DNRSF,11/27/2023,9/30/2023,,USD
DNTCF,DNTCF,11/6/2023,9/30/2023,,CAD
DNTH,Dianthus Therapeutics Inc,11/1/2023,9/30/2023,-0.3,USD
DNUT,Krispy Kreme Inc,11/15/2023,9/30/2023,0.05,USD
DNZOY,DNZOY,11/2/2023,9/30/2023,0.5872,JPY
DO,Diamond Offshore Drilling Inc,11/6/2023,9/30/2023,-0.2925,USD
DOC,Physicians Realty Trust,11/3/2023,9/30/2023,0.05,USD
DOCN,DigitalOcean Holdings Inc,11/6/2023,9/30/2023,0.39,USD
DOCRF,DOCRF,11/13/2023,9/30/2023,,CAD
DOCS,Doximity Inc - Class A,11/16/2023,9/30/2023,0.18,USD
DOCU,DocuSign Inc,12/6/2023,10/31/2023,0.63,USD
DOGZ,Dogness (International) Corp - Class A,10/27/2023,9/30/2023,,USD
DOLE,Dole plc,12/1/2023,9/30/2023,0.1033,USD
DOMA,Doma Holdings Inc - New,11/8/2023,9/30/2023,-1.21,USD
DOMH,Dominari Holdings Inc,11/15/2023,9/30/2023,,USD
DOMO,Domo Inc - Class B,12/6/2023,10/31/2023,-0.12,USD
DOOO,BRP Inc,11/28/2023,10/31/2023,2.31,CAD
DOOR,Masonite International Corp,11/6/2023,9/30/2023,2.06,USD
DORM,Dorman Products Inc,10/23/2023,9/30/2023,1.6,USD
DOUG,Douglas Elliman Inc,11/15/2023,9/30/2023,-0.08,USD
DOV,Dover Corp,10/18/2023,9/30/2023,2.33,USD
DOW,Dow Inc,10/24/2023,9/30/2023,0.44,USD
DOW1,DOW1,10/24/2023,9/30/2023,0.863,USD
DOX,Amdocs Ltd,11/6/2023,9/30/2023,1.32,USD
DOYU,DouYu International Holdings Ltd,11/20/2023,9/30/2023,0.02,CNY
DPDW,DPDW,11/13/2023,9/30/2023,,USD
DPLS,DPLS,11/6/2023,9/30/2023,,USD
DPMLF,DPMLF,11/8/2023,9/30/2023,0.2589,USD
DPRO,Draganfly Inc,11/7/2023,9/30/2023,-0.1178,CAD
DPSGY,DPSGY,11/8/2023,9/30/2023,0.8669,EUR
DPSI,DecisionPoint Systems Inc,11/13/2023,9/30/2023,0.07,USD
DPXCF,DPXCF,11/23/2023,9/30/2023,,CAD
DPZ,Dominos Pizza Inc,10/12/2023,9/30/2023,3.26,USD
DQ,Daqo New Energy Corp,10/25/2023,9/30/2023,0.94,USD
DQWS,DQWS,11/14/2023,9/30/2023,,USD
DRCMF,DRCMF,11/15/2023,9/30/2023,,CAD
DRCT,Direct Digital Holdings Inc Class A,11/9/2023,9/30/2023,0.08,USD
DRD,DRDGold Ltd,10/16/2023,9/30/2023,0,USD
DREM,DREM,11/21/2023,9/30/2023,,USD
DRETF,DRETF,11/1/2023,9/30/2023,,CAD
DREUF,DREUF,10/30/2023,9/30/2023,,CAD
DRH,Diamondrock Hospitality Company,11/1/2023,9/30/2023,0.11,USD
DRI,Darden Restaurants Inc,12/14/2023,11/30/2023,1.71,USD
DRIO,DarioHealth Corp,11/13/2023,9/30/2023,-0.53,USD
DRKOF,DRKOF,11/20/2023,9/30/2023,,CAD
DRMA,Dermata Therapeutics Inc,11/10/2023,9/30/2023,-0.63,USD
DROP,DROP,11/29/2023,9/30/2023,0,USD
DROR,DROR,11/13/2023,9/30/2023,,USD
DRQ,Dril-Quip Inc,10/25/2023,9/30/2023,0.11,USD
DRRSF,DRRSF,11/20/2023,9/30/2023,,CAD
DRRX,Durect Corp,10/31/2023,9/30/2023,-0.42,USD
DRS,Leonardo DRS Inc,11/1/2023,9/30/2023,0.16,USD
DRTS,Alpha Tau Medical Ltd,11/21/2023,9/30/2023,-0.1325,USD
DRTT,DRTT,11/13/2023,9/30/2023,-0.01,USD
DRUNF,DRUNF,11/8/2023,9/30/2023,,CAD
DRVN,Driven Brands Holdings Inc,11/1/2023,9/30/2023,0.19,USD
DS,DS,11/20/2023,9/30/2023,,USD
DSAIF,DSAIF,10/27/2023,9/30/2023,,USD
DSDVY,DSDVY,10/24/2023,9/30/2023,1.07,DKK
DSEEY,DSEEY,10/30/2023,9/30/2023,0,JPY
DSEY,DSEY,11/1/2023,9/30/2023,0.1187,USD
DSGN,Design Therapeutics Inc,11/1/2023,9/30/2023,-0.41,USD
DSGR,Distribution Solutions Group Inc,11/1/2023,9/30/2023,0.2,USD
DSGT,DSGT,11/13/2023,9/30/2023,,USD
DSGX,Descartes Systems Group Inc,11/29/2023,10/31/2023,0.3376,USD
DSHK,DSHK,11/20/2023,9/30/2023,-0.11,USD
DSKE,Daseke Inc,11/7/2023,9/30/2023,0.12,USD
DSNY,DSNY,11/13/2023,8/31/2023,,USD
DSP,Viant Technology Inc - Class A,11/7/2023,9/30/2023,-0.05,USD
DSS,DSS Inc,11/13/2023,9/30/2023,-0.01,USD
DSVSF,DSVSF,11/21/2023,9/30/2023,,CAD
DSWL,Deswell Industries Inc,11/16/2023,9/30/2023,0,USD
DSX,Diana Shipping Inc,11/15/2023,9/30/2023,0.06,USD
DT,Dynatrace Inc,10/31/2023,9/30/2023,0.26,USD
DTC,Solo Brands Inc - Class A,11/10/2023,9/30/2023,0.14,USD
DTE,DTE Energy Company,10/25/2023,9/30/2023,2.09,USD
DTEA,DTEA,12/11/2023,11/30/2023,,CAD
DTEAF,DTEAF,12/11/2023,9/30/2023,,CAD
DTEAF,DTEAF,12/11/2023,10/31/2023,,CAD
DTEGY,DTEGY,11/9/2023,9/30/2023,0.4795,EUR
DTGI,DTGI,10/30/2023,7/31/2023,,USD
DTGI,DTGI,12/13/2023,10/31/2023,,USD
DTIL,Precision Biosciences Inc,11/6/2023,9/30/2023,-0.17,USD
DTLIF,DTLIF,12/7/2023,10/31/2023,,USD
DTM,DT Midstream Inc,11/28/2023,9/30/2023,0.91,USD
DTMXF,DTMXF,11/20/2023,9/30/2023,,CAD
DTNOF,DTNOF,11/9/2023,9/30/2023,0.026,USD
DTRK,DTRK,10/9/2023,9/30/2023,0,USD
DTSRF,DTSRF,11/8/2023,9/30/2023,,CAD
DTSS,Datasea Inc,11/15/2023,9/30/2023,0,USD
DTST,Data Storage Corp,11/13/2023,9/30/2023,0.02,USD
DTWOF,DTWOF,10/24/2023,9/30/2023,,CAD
DTWOF,DTWOF,10/24/2023,8/31/2023,,CAD
DUK,Duke Energy Corp,11/2/2023,9/30/2023,2.01,USD
DUNE,Dune Acquisition Corporation - Class A,11/13/2023,9/30/2023,,USD
DUO,Fangdd Network Group Ltd,11/6/2023,9/30/2023,,CNY
DUOL,Duolingo Inc - Class A,11/8/2023,9/30/2023,-0.15,USD
DUOT,Duos Technologies Group Inc,11/13/2023,9/30/2023,-0.4,USD
DUUO,DUUO,11/10/2023,9/30/2023,,USD
DV,DoubleVerify Holdings Inc,11/6/2023,9/30/2023,0.06,USD
DVA,DaVita Inc,10/26/2023,9/30/2023,2.02,USD
DVAX,Dynavax Technologies Corp,11/1/2023,9/30/2023,-0.02,USD
DVLP,DVLP,11/13/2023,9/30/2023,,USD
DVN,Devon Energy Corp,11/7/2023,9/30/2023,1.4,USD
DVRNF,DVRNF,11/20/2023,9/30/2023,,CAD
DWAHY,DWAHY,11/9/2023,9/30/2023,0.8663,JPY
DWAY,DWAY,11/29/2023,9/30/2023,0,USD
DWOG,DWOG,11/29/2023,9/30/2023,0,USD
DWSN,Dawson Geophysical Company,11/8/2023,9/30/2023,,USD
DWWEF,DWWEF,11/22/2023,9/30/2023,,CAD
DX,Dynex Capital Inc,10/23/2023,9/30/2023,-0.17,USD
DXC,DXC Technology Company,11/1/2023,9/30/2023,0.67,USD
DXCM,Dexcom Inc,10/25/2023,9/30/2023,0.34,USD
DXIEF,DXIEF,11/28/2023,9/30/2023,,CAD
DXLG,Destination XL Group Inc,11/15/2023,10/31/2023,0.07,USD
DXPE,DXP Enterprises Inc,11/7/2023,9/30/2023,0.96,USD
DXR,Daxor Corp,11/9/2023,9/30/2023,0,USD
DXYN,Dixie Group Inc,11/1/2023,9/30/2023,,USD
DY,Dycom Industries Inc,11/21/2023,10/31/2023,1.78,USD
DYAI,Dyadic International Inc DE,11/8/2023,9/30/2023,-0.07,USD
DYFSF,DYFSF,11/10/2023,9/30/2023,,CAD
DYLLF,DYLLF,11/29/2023,9/30/2023,0,AUD
DYN,Dyne Therapeutics Inc,11/1/2023,9/30/2023,-0.83,USD
DYNDF,DYNDF,11/8/2023,9/30/2023,,CAD
